no,locationCode,nickname
1357,5373526462693376-5214105866600448,Denny
1358,5111889503715328-5674839457136640,Denny
1359,5185581579501568-5748531532922880,Denny
1360,6266983108575232-5141083201732608,Denny
1361,5201227340054528-5673682332549120,Denny
1362,5766520500125696-5695902647844864,Denny
1363,new30,Denny
1364,5206813381230592-5769763334651904,Denny
1365,4808184984240128-6215559867793408,Denny
1366,5756422495141888-6214540886802432,Denny
1367,4923300442537984-6330675326091264,Denny
1368,5176073226551296-5739023179972608,Denny
1369,5173411454124032-5736361407545344,Denny
1370,6266254440529920-5140354533687296,Denny
1371,5748755743637504-6404423303561216,Denny
1372,5187608837619712-5750558791041024,Denny
1373,5189662905729024-5752612859150336,Denny
1374,4817942445293568-6225317328846848,Denny
1375,5305432172134400-5868382125555712,Denny
1376,5183528786460672-5746478739881984,Denny
1377,5185064438595584-5748014392016896,Denny
1378,5181407978586112-5744357932007424,Denny
1379,5143396444274688-5706346397696000,Denny
1380,5143789433782272-5706739387203584,Denny
1381,6295675637596160-5169775730753536,Denny
1382,5137691351973888-5700641305395200,Denny
1383,5921973989277696-6296078324334592,Denny
1384,5152693404303360-5715643357724672,Denny
1385,5148651336761344-5711601290182656,Denny
1386,6275843022127104-5149943115284480,Denny
1387,5149643608424448-5712593561845760,Denny
1388,5149259074633728-5712209028055040,Denny
1389,4690030031273984-6519617379893248,Denny
1390,4844527521103872-5126002497814528,Denny
1391,5190559480152064-6012431537012736,Denny
1392,5129111383048192-6313508744462336,Denny
1393,5167877522980864-5730827476402176,Denny
1394,5861021054926848-4735121148084224,Denny
1395,6407164063121408-5658498113208320,Denny
1396,5100674001928192-5169775730753536,Denny
1397,5167203313778688-5730153267200000,Denny
1398,new41,Denny
1399,5165276819619840-5728226773041152,Denny
1400,5635693648805888-5749020655878144,Denny
1401,5074123587846144-5637073541267456,Denny
1402,5636740010213376-5434150697828352,Denny
1403,5107850221191168-5670800174612480,Denny
1404,5070712175853568-5633662129274880,Denny
1405,5446549899313152-5106142602592256,Denny
1406,5083028363673600-5645978317094912,Denny
1407,4606828327469056-6647521908621312,Denny
1408,5079635104628736-5642585058050048,Denny
1409,5076093233004544-5639043186425856,Denny
1410,5088640979959808-5651590933381120,Denny
1411,4785380083630080-6192754967183360,Denny
1412,5161187809427456-5695902647844864,Denny
1413,6324035172433920-5198135265591296,Denny
1414,5091343722348544-5654293675769856,Denny
1415,5087044996956160-5649994950377472,Denny
1416,6014662168543232-4888762261700608,Denny
1417,6180353618214912-5054453711372288,Denny
1418,5461031589511168-5730827476402176,Denny
1419,5647217180278784-5721266711429120,Denny
1420,4817934560002048-6225309443555328,Denny
1421,5661420402245632-5649126595231744,Denny
1422,6276723020660736-5150823113818112,Denny
1423,4829590866362368-6236965749915648,Denny
1424,5106730979557376-5669680932978688,Denny
1425,5078131194986496-5752612859150336,Denny
1426,6373295326756864-4684445466492928,Denny
1427,6495307563008000-6225317328846848,Denny
1428,6192875662475264-5066975755632640,Denny
1429,new27,Denny
1430,6264945146593280-5139045239750656,Denny
1431,5119288557961216-5682238511382528,Denny
1432,5857777280876544-4731877374033920,Denny
1433,5113464414535680-5676414367956992,Denny
1434,5112876037570560-5675825990991872,Denny
1435,5114693815369728-5677643768791040,Denny
1436,5074539293704192-5730827476402176,Denny
1437,5113873443061760-5676823396483072,Denny
1438,5111780653137920-5674730606559232,Denny
1439,4897405715611648-5178880692322304,Denny
1440,5673693908828160-6225309443555328,Denny
1441,5124732563226624-5687682516647936,Denny
1442,6329789891739648-6483468116557824,Denny
1443,5578368250544128-5149943115284480,Denny
1444,5932685805486080-4806785898643456,Denny
1445,5682285990903808-5706346397696000,Denny
1446,new18,Denny
1447,5120024339546112-5682974292967424,Denny
1448,5148306564972544-6629107135676416,Denny
1449,5132666542227456-5695616495648768,Denny
1450,5132824516493312-5695774469914624,Denny
1451,5698727796801536-5739023179972608,Denny
1452,4677197071646720-4801543891058688,Denny
1453,new5,Denny
1454,5072354799517696-5635304752939008,Denny
1455,5420275168444416-5983225121865728,Denny
1456,5927443797901312-4801543891058688,Denny
1457,5403966909186048-5966916862607360,Denny
1458,5085993434611712-5582674190139392,Denny
1459,5697699554787328-4731877374033920,Denny
1460,5832857310199808-4706957403357184,Denny
1461,5124330312695808-5687280266117120,Denny
1462,5155803531051008-5718753484472320,Denny
1463,5637776707944448-5674730606559232,Denny
1464,6259902854987776-5134002948145152,Denny
1465,5357568209715200-5639043186425856,Denny
1466,5977377624555520-4851477717712896,Denny
1467,5716646702350336-5682383600746496,Denny
1468,5326078885232640-6590993998544896,Denny
1469,6292029847896064-5166129941053440,Denny
1470,5944355231629312-5718753484472320,Denny
1471,5326363292598272-4676562658000896,Denny
1472,4997048420007936-6404423303561216,Denny
1473,6276490253565952-5691533961461760,Denny
1474,5074307600351232-5712209028055040,Denny
1475,5124608579600384-5687558533021696,Denny
1476,5758392207409152-6507422155800576,Denny
1477,5733913108414464-5116339760922624,Denny
1478,6495549356244992-5669036587220992,Denny
1479,6556026220314624-6274551243603968,Denny
1480,5942672845963264-5746478739881984,Denny
1481,5735180660637696-5434150697828352,Denny
1482,5264507106492416-5704182908583936,Denny
1483,4794618256293888-5695616495648768,Denny
1484,6560050604670976-5434150697828352,Denny
1485,5184225074479104-5054453711372288,Denny
1486,5750062185447424-5116339760922624,Denny
1487,5907007940853760-6610695382630400,Denny
1488,6312871076036608-5094474753507328,Denny
1489,5089566142758912-5767466600890368,Denny
1490,6297259842994176-5171359936151552,Denny
1491,4905808584245248-5149943115284480,Denny
1492,5186070702456832-5749020655878144,Denny
1493,5430325459025920-5993275412447232,Denny
1494,new17,Denny
1495,5172816567599104-5169775730753536,Denny
1496,5749695703941120-5758066595201024,Denny
1497,5003980128124928-6013099874189312,Denny
1498,5118147170402304-5093824770605056,Denny
1499,4912476487417856-5171359936151552,Denny
1500,5127903524159488-5690853477580800,Denny
1501,6493532533555200-5367632626712576,Denny
1502,6549522868076544-6442573887438848,Kenneth
1503,4891760283090944-5751123109478400,Kenneth
1504,4541729172619264-6687975870038016,Kenneth
1505,4807736529256448-6215111412809728,Kenneth
1506,4577050144800768-6617743725953024,Kenneth
1507,6317169298112512-5191269391269888,Kenneth
1508,5417170041307136-4919434871308288,Kenneth
1509,5192927449972736-4921513434152960,Kenneth
1510,4924127324405760-6331502207959040,Kenneth
1511,5083956546371584-5708573640228864,Kenneth
1512,5276541000876032-5839490954297344,Kenneth
1513,6616543819464704-6335068842754048,Kenneth
1514,5161872890265600-5724822843686912,Kenneth
1515,5920298784260096-4794398877417472,Kenneth
1516,6636417673330688-5510517766488064,Kenneth
1517,5271759024553984-5834708977975296,Kenneth
1518,6748056254939136-6609607984152576,Kenneth
1519,5192831316525056-5755781269946368,Kenneth
1520,5198072183259136-5751208136409088,Kenneth
1521,5664246490726400-4538346583883776,Kenneth
1522,5364578904965120-4681309737713664,Kenneth
1523,5085337277693952-5648287231115264,Kenneth
1524,5697718949249024-4914697019064320,Kenneth
1525,5196340774567936-5759290727989248,Kenneth
1526,5842905319079936-5677415934197760,Kenneth
1527,5945241605505024-4819341698662400,Kenneth
1528,4884023604150272-6291398487703552,Kenneth
1529,5920518163136512-5695616495648768,Kenneth
1530,4927693959200768-6335068842754048,Kenneth
1531,6489271087136768-6153705292300288,Kenneth
1532,6042755935502336-4916856028659712,Kenneth
1533,5570132751417344-5783420827336704,Kenneth
1534,5154850081865728-5708573640228864,Kenneth
1535,4727110530760704-5724822843686912,Kenneth
1536,6267343114076160-5148687743320064,Kenneth
1537,5162063009677312-5203118602059776,Kenneth
1538,5830782119575552-6534469561352192,Kenneth
1539,4831685803769856-6239060687323136,Kenneth
1540,5656004867915776-5205441323728896,Kenneth
1541,5992844573540352-5665220173234176,Kenneth
1542,6648104245788672-4518578929795072,Kenneth
1543,5247505813995520-5810455767416832,Kenneth
1544,5351847447494656-5670649984974848,Kenneth
1545,5439283217301504-5724822843686912,Kenneth
1546,5295587570221056-5691306529521664,Kenneth
1547,4896193192656896-4687429327912960,Kenneth
1548,5550644337311744-4987694383890432,Kenneth
1549,4835895895130112-5117370871840768,Kenneth
1550,6328016036691968-5202116129849344,Kenneth
1551,6329018508902400-5203118602059776,Kenneth
1552,5590755338878976-6153705292300288,Kenneth
1553,6330238413832192-5204338506989568,Kenneth
1554,5142757970542592-5671923711213568,Kenneth
1555,6203070606213120-5077170699370496,Kenneth
1556,5905920542375936-5666536245166080,Kenneth
1557,5927473728454656-4801573821612032,Kenneth
1558,5095195368488960-5658145321910272,Kenneth
1559,6045334778150912-4919434871308288,Kenneth
1560,4895970676441088-6303345559994368,Kenneth
1561,5179401457106944-5026762614374400,Kenneth
1562,5746305229914112-5756029035872256,Kenneth
1563,5145623686807552-5708573640228864,Kenneth
1564,5733672120483840-4914697019064320,Kenneth
1565,5156929819115520-5719879772536832,Kenneth
1566,6202733082181632-5143637096660992,Kenneth
1567,5148964198285312-5711914151706624,Kenneth
1568,5050453687533568-6457828571086848,Kenneth
1569,5170582211526656-5733532164947968,Kenneth
1570,5166460821307392-5173556107280384,Kenneth
1571,5882797780631552-4756897873788928,Kenneth
1572,5190045661134848-5752995614556160,Kenneth
1573,6281736388345856-5155836481503232,Kenneth
1574,6202171414544384-5649202965118976,Kenneth
1575,5097783556046848-5660733509468160,Kenneth
1576,6546592760856576-5420692854013952,Kenneth
1577,5766947849371648-5706739387203584,Kenneth
1578,6292064912277504-5390781057597440,Kenneth
1579,4931780989681664-5734364348416000,Kenneth
1580,6545034627252224-6442573887438848,Kenneth
1581,6243715525902336-5117815619059712,Kenneth
1582,5686960458825728-5720469793669120,Kenneth
1583,5725068160139264-5712209028055040,Kenneth
1584,5196308226768896-5759258180190208,Kenneth
1585,5203954728173568-4916856028659712,Kenneth
1586,4894275288432640-5175750265143296,Kenneth
1587,5755717684297728-5203118602059776,Kenneth
1588,5633586833129472-5671923711213568,Kenneth
1589,4801252168826880-6208627052380160,Kenneth
1590,6314942693113856-5189042786271232,Kenneth
1591,5087242934550528-5202116129849344,Kenneth
1592,6201993139847168-5649994950377472,Kenneth
1593,4807792128950272-6215167012503552,Kenneth
1594,4800526352908288-6207901236461568,Kenneth
1595,6509418980048896-5134002948145152,Kenneth
1596,5111168418971648-5674118372392960,Kenneth
1597,6014805244641280-6296280221351936,Kenneth
1598,5753733644288000-5682510201618432,Kenneth
1599,6319138154741760-5193238247899136,Kenneth
1600,5083530472194048-5752995614556160,Kenneth
1601,5998058965827584-4872159058984960,Kenneth
1602,6218846658625536-5655896705204224,Kenneth
1603,5710197691514880-6303345559994368,Kenneth
1604,6269537003503616-5143637096660992,Kenneth
1605,5131897541754880-5694847495176192,Kenneth
1606,5982730630201344-4856830723358720,Kenneth
1607,5200970279550976-5763920232972288,Kenneth
1608,6434137497927680-5710999223009280,Kenneth
1609,6325382315769856-5199482408927232,Kenneth
1610,5971426142060544-5689951165349888,Kenneth
1611,5138816130088960-5726376246116352,Kenneth
1612,5835029456355328-5759844980097024,Kenneth
1613,6644142172012544-5518242265169920,Kenneth
1614,6557532780756992-6225188211392512,Kenneth
1615,5710472183545856-5685658009993216,Kenneth
1616,5622219833081856-5691306529521664,Kenneth
1617,5122708056571904-5685658009993216,Kenneth
1618,4813684622753792-5719879772536832,Kenneth
1619,5673647905701888-6693994696278016,Kenneth
1620,6043921499029504-4918021592186880,Kenneth
1621,5389865894019072-5756029035872256,Kenneth
1622,5875047377928192-6578734819704832,Kenneth
1623,6715936476233728-5724822843686912,Kenneth
1624,5446940338683904-5199294671880192,Kenneth
1625,5904929747107840-5783420827336704,Kenneth
1626,6245281108590592-5119381201747968,Kenneth
1627,6248757716844544-6253323267080192,Kenneth
1628,5957545243967488-5783420827336704,Kenneth
1629,5837767967768576-5725291364220928,Kenneth
1630,4653880767938560-6483468116557824,Kenneth
1631,5925484588171264-4799584681328640,Kenneth
1632,4896714729193472-6304089612746752,Kenneth
1633,5114465980776448-5677415934197760,Kenneth
1634,4879514123370496-6286889006923776,Kenneth
1635,4966030837284864-5810455767416832,Kenneth
1636,6137498065436672-5710999223009280,Kenneth
1637,5148049269587968-5710999223009280,Kenneth
1638,6260919386505216-5135019479662592,Kenneth
1639,5471742734630912-6034692688052224,Kenneth
1640,5649353691627520-4538346583883776,Kenneth
1641,5916418717515776-4790518810673152,Kenneth
1642,4795454231412736-6202829114966016,Kenneth
1643,6052692895989760-6457828571086848,Kenneth
1644,6389352531755008-5691306529521664,Kenneth
1645,6266983108575232-5141083201732608,Kenneth
1646,5202815035113472-5765764988534784,Kenneth
1647,6243270778683392-5117370871840768,Kenneth
1648,5765066083270656-4804240694312960,Kenneth
1649,5766455404527616-5729114958856192,Kenneth
1650,5766068555481088-5676618345349120,Kenneth
1651,5132242514870272-5695192468291584,Kenneth
1652,5767288460410880-6331502207959040,Kenneth
1653,5768707980656640-5689951165349888,Kenneth
1654,4780020635533312-6609607984152576,Kenneth
1655,5807209644556288-4681309737713664,Kenneth
1656,5196895026675712-5759844980097024,Kenneth
1657,5193260981026816-5756210934448128,Kenneth
1658,5193079082450944-5756029035872256,Kenneth
1659,5753138690654208-5204338506989568,Kenneth
1660,6474777753550848-5752995614556160,Kenneth
1661,5753606573654016-5714634040410112,Kenneth
1662,5177445653151744-5740395606573056,Kenneth
1663,4918192182919168-6325567066472448,Kenneth
1664,4923300442537984-6330675326091264,Kenneth
1665,5742351410528256-5026762614374400,Kenneth
1666,5178898576834560-5741848530255872,Kenneth
1667,6442932819197952-5317032912355328,Kenneth
1668,5220470873915392-5783420827336704,Kenneth
1669,5737773445152768-5204338506989568,Kenneth
1670,6025996520128512-4900096613285888,Kenneth
1671,5188258182987776-5751208136409088,Kenneth
1672,5188173156057088-5751123109478400,Kenneth
1673,5185045346123776-5747995299545088,Kenneth
1674,5143789433782272-5706739387203584,Kenneth
1675,5168694908944384-5691306529521664,Kenneth
1676,6325194578722816-5199294671880192,Kenneth
1677,5982343848263680-4856443941421056,Kenneth
1678,5714315743068160-5649202965118976,Kenneth
1679,5084160221773824-5636635823702016,Kenneth
1680,4889849324634112-6297224208187392,Kenneth
1681,5149259074633728-5712209028055040,Kenneth
1682,6221863587938304-5193238247899136,Kenneth
1683,5907731173081088-6325567066472448,Kenneth
1684,5720630016081920-4856443941421056,Kenneth
1685,5157984569131008-5720934522552320,Kenneth
1686,5718786434924544-5660733509468160,Kenneth
1687,5426819658416128-5194505682681856,Kenneth
1688,5169699360866304-5732649314287616,Kenneth
1689,5076271507701760-5649202965118976,Kenneth
1690,5861021054926848-4735121148084224,Kenneth
1691,5166165005434880-5729114958856192,Kenneth
1692,5163426292695040-5726376246116352,Kenneth
1693,5634745199230976-5648287231115264,Kenneth
1694,5071936107315200-5634886060736512,Kenneth
1695,5073850354106368-5636800307527680,Kenneth
1696,5636740010213376-5434150697828352,Kenneth
1697,5073685870280704-5636635823702016,Kenneth
1698,4807055776940032-5135019479662592,Kenneth
1699,6301650171985920-5175750265143296,Kenneth
1700,5082935434674176-5645885388095488,Kenneth
1701,5082727145537536-5674118372392960,Kenneth
1702,5083308174082048-5646258127503360,Kenneth
1703,5187376473178112-5750326426599424,Kenneth
1704,5914524972482560-4788625065639936,Kenneth
1705,5138897331814400-5765764988534784,Kenneth
1706,5076093233004544-5639043186425856,Kenneth
1707,5089267105660928-5652217059082240,Kenneth
1708,6324035172433920-5198135265591296,Kenneth
1709,5087044996956160-5649994950377472,Kenneth
1710,6464056844091392-6239060687323136,Kenneth
1711,6223898244808704-5097998337966080,Kenneth
1712,6180353618214912-5054453711372288,Kenneth
1713,4888905337798656-6296280221351936,Kenneth
1714,5105929229959168-5719879772536832,Kenneth
1715,5177165893074944-5720934522552320,Kenneth
1716,5658790875627520-5714634040410112,Kenneth
1717,6279533942538240-5153634035695616,Kenneth
1718,5657563320287232-5714634040410112,Kenneth
1719,5092946751782912-5655896705204224,Kenneth
1720,5106730979557376-5669680932978688,Kenneth
1721,6320405589524480-5194505682681856,Kenneth
1722,6264205606912000-5138305700069376,Kenneth
1723,5102270219812864-5665220173234176,Kenneth
1724,6220420663476224-5834708977975296,Kenneth
1725,5116023745282048-5678973698703360,Kenneth
1726,5118061707264000-5681011660685312,Kenneth
1727,5114097955766272-5677047909187584,Kenneth
1728,5111037355360256-5673987308781568,Kenneth
1729,5125637257822208-5688587211243520,Kenneth
1730,5127001211928576-5689951165349888,Kenneth
1731,6329789891739648-6483468116557824,Kenneth
1732,5932685805486080-4806785898643456,Kenneth
1733,5119560248197120-5682510201618432,Kenneth
1734,4793220026335232-6200594909888512,Kenneth
1735,5132666542227456-5695616495648768,Kenneth
1736,6274587650162688-5148687743320064,Kenneth
1737,5691474268127232-5658145321910272,Kenneth
1738,6081192218591232-4955292311748608,Kenneth
1739,5431632873914368-6225188211392512,Kenneth
1740,5660763272249344-4788625065639936,Kenneth
1741,6047413340995584-4921513434152960,Kenneth
1742,5128356576100352-5691306529521664,Kenneth
1743,6224082592858112-5677415934197760,Kenneth
1744,4909794414559232-5191269391269888,Kenneth
1745,6516680964440064-5390781057597440,Kenneth
1746,5412475642052608-4687429327912960,Kenneth
1747,5685349879644160-5752995614556160,Kenneth
1748,6216152942379008-5135019479662592,Kenneth
1749,4547747998859264-6693994696278016,Kenneth
1750,5111609659752448-5759290727989248,Kenneth
1751,5019724236718080-5199294671880192,Kenneth
1752,5108973757792256-5671923711213568,Kenneth
1753,5735709545594880-5768729254166528,Kenneth
1754,4749147471085568-6578734819704832,Kenneth
1755,4832028394520576-6253323267080192,Kenneth
1756,5840027221229568-5189042786271232,Kenneth
1757,5949710284095488-5708573640228864,Kenneth
1758,5927733104214016-5194505682681856,Kenneth
1759,6299456014123008-5173556107280384,Kenneth
1760,5742310809665536-5077170699370496,Kenneth
1761,5742115992633344-6578734819704832,Kenneth
1762,5915576299945984-4789676393103360,Kenneth
1763,5912453590286336-4786553683443712,Kenneth
1764,6259902854987776-5134002948145152,Kenneth
1765,5357568209715200-5639043186425856,Kenneth
1766,5035199003885568-6442573887438848,Kenneth
1767,5151684086988800-5714634040410112,Kenneth
1768,4873375105155072-6280749988708352,Kenneth
1769,5869968713318400-4744068806475776,Kenneth
1770,4859968230522880-5148687743320064,Kenneth
1771,5930140601155584-4804240694312960,Kenneth
1772,6285629138665472-6137671810285568,Kenneth
1773,5107700031553536-5670649984974848,Kenneth
1774,6373405720838144-5810455767416832,Kenneth
1775,5190063193325568-6534469561352192,Kenneth
1776,6722132302102528-4518578929795072,Kenneth
1777,5697969433083904-6002102509764608,Kenneth
1778,6285855094210560-5839490954297344,Kenneth
1779,5637337312657408-4786553683443712,Kenneth
1780,5103586291744768-5666536245166080,Kenneth
1781,4845948383526912-6253323267080192,Kenneth
1782,5342970588954624-5666536245166080,Kenneth
1783,5171414394994688-5734364348416000,Kenneth
1784,5074307600351232-5712209028055040,Kenneth
1785,5205779300745216-5768729254166528,Kenneth
1786,5077727400951808-5640677354373120,Kenneth
1787,5334096683204608-5720469793669120,Kenneth
1788,5162453918810112-5725403872231424,Kenneth
1789,5097259100274688-5673987308781568,Kenneth
1790,6223683462889472-5660733509468160,Kenneth
1791,4717005412237312-5420692854013952,Kenneth
1792,6318169119522816-6034692688052224,Kenneth
1793,5114578086133760-5677528039555072,Kenneth
1794,5735180660637696-5434150697828352,Kenneth
1795,4817813327839232-6225188211392512,Kenneth
1796,6226716582215680-5100816675373056,Kenneth
1797,4907567809560576-5189042786271232,Kenneth
1798,4794618256293888-5695616495648768,Kenneth
1799,5354172467642368-5077170699370496,Kenneth
1800,6560050604670976-5434150697828352,Kenneth
1801,5926426259750912-6207901236461568,Kenneth
1802,6308491316690944-5182591409848320,Kenneth
1803,5363371180294144-6153705292300288,Kenneth
1804,5651628682117120-4744068806475776,Kenneth
1805,5184225074479104-5054453711372288,Kenneth
1806,5937371681914880-4811471775072256,Kenneth
1807,5574721856864256-6137671810285568,Kenneth
1808,6331341230571520-5205441323728896,Kenneth
1809,5113668391927808-5676618345349120,Kenneth
1810,6394935016161280-5269035109318656,Kenneth
1811,5703883301060608-5119381201747968,Kenneth
1812,4786990897692672-5189042786271232,Kenneth
1813,5162341410799616-5725291364220928,Kenneth
1814,5141443207233536-5148687743320064,Kenneth
1815,5094425831145472-5751123109478400,Kenneth
1816,4704882212732928-6534469561352192,Kenneth
1817,6152662521217024-5026762614374400,Kenneth
1818,5157519840247808-5720469793669120,Kenneth
1819,5150214100877312-6286889006923776,Kenneth
1820,5813329234755584-4687429327912960,Kenneth
1821,4839583040667648-5097998337966080,Kenneth
1822,5439152556343296-6002102509764608,Kenneth
1823,6248607963414528-5685658009993216,Kenneth
1824,5178119476477952-6002102509764608,Kenneth
1825,5312097424506880-6280749988708352,Kenneth
1826,6113594290733056-4987694383890432,Kenneth
1827,5379686485983232-5942636439404544,Kenneth
1828,5491843819110400-6253323267080192,Kenneth
1829,5980119994728448-4919434871308288,Kenneth
1830,4834147155574784-6693994696278016,Kenneth
1831,5205602301116416-5768552254537728,Kenneth
1832,5194039712284672-5756989665705984,Kenneth
1833,5274818014347264-5725291364220928,Kenneth
1834,5089527957815296-4811471775072256,Kenneth
1835,5362534634749952-4799584681328640,Kenneth
1836,4855439724380160-6335068842754048,Kenneth
1837,6022614636036096-5942636439404544,Kenneth
1838,6201773760970752-5075873854128128,Kenneth
1839,4870568042037248-5751208136409088,Kenneth
1840,6040596925906944-4914697019064320,Kenneth
1841,5981780804894720-5708573640228864,Kenneth
1842,6273949176430592-5710999223009280,Kenneth
1843,5644478836637696-4518578929795072,Kenneth
1844,6597642641473536-6034692688052224,Kenneth
1845,5086253011697664-5649202965118976,Kenneth
1846,5365356931579904-5928306885001216,Febrina
1847,5163961854984192-5726911808405504,Febrina
1848,6302927186558976-5159516698050560,Febrina
1849,6220374660349952-5094474753507328,Febrina
1850,5918732530483200-4792832623640576,Febrina
1851,6368805139775488-5700735861784576,Febrina
1852,6232418184855552-6370331732213760,Febrina
1853,4781156251729920-6618580841922560,Febrina
1854,4521531719811072-5099655792689152,Febrina
1855,6110372931043328-5726911808405504,Febrina
1856,6313740437815296-5187840530972672,Febrina
1857,5114973994876928-5677923948298240,Febrina
1858,6008044932562944-4882145025720320,Febrina
1859,5308561592680448-5871511546101760,Febrina
1860,5112799466356736-6223263260737536,Febrina
1861,5958457790300160-5738369707409408,Febrina
1862,5920518163136512-5695616495648768,Febrina
1863,6581796057645056-5677923948298240,Febrina
1864,6256280586944512-5130380680101888,Febrina
1865,5357746484412416-5738369707409408,Febrina
1866,5647476354711552-5744357932007424,Febrina
1867,6322613437595648-5757411310698496,Febrina
1868,5712679226310656-4906591174262784,Febrina
1869,4707106250817536-5126161914920960,Febrina
1870,5650741771370496-5114725557862400,Febrina
1871,6034709901475840-4908809994633216,Febrina
1872,5160010082418688-6290974829445120,Febrina
1873,5345611524079616-6276769023787008,Febrina
1874,5167711998967808-5769763334651904,Febrina
1875,6221383977664512-6270578533072896,Febrina
1876,5183105597964288-5746055551385600,Febrina
1877,5740957525868544-5654293675769856,Febrina
1878,4906133860909056-6313508744462336,Febrina
1879,5429837242040320-5108371824836608,Febrina
1880,6274514266619904-5186090096918528,Febrina
1881,6234271731679232-5108371824836608,Febrina
1882,5754868253851648-5695902647844864,Febrina
1883,5078655684313088-5656013105528832,Febrina
1884,5652055024730112-5748975256731648,Febrina
1885,4867176360050688-6274551243603968,Febrina
1886,6224147822673920-5098247915831296,Febrina
1887,5732375879221248-5658308094459904,Febrina
1888,5139253646327808-5702203599749120,Febrina
1889,5207127383605248-5730975954763776,Febrina
1890,5766947849371648-5706739387203584,Febrina
1891,5856600526946304-4730700620103680,Febrina
1892,6243715525902336-5117815619059712,Febrina
1893,5667831714676736-5074003093880832,Febrina
1894,new31,Febrina
1895,6014156335480832-4888256428638208,Febrina
1896,5725068160139264-5712209028055040,Febrina
1897,6314999769202688-5189099862360064,Febrina
1898,5632410381189120-5724627624001536,Febrina
1899,5165368221892608-5728318175313920,Febrina
1900,5973334416162816-5666115405479936,Febrina
1901,5132952694423552-5695902647844864,Febrina
1902,6207687024967680-5661350005047296,Febrina
1903,6201993139847168-5649994950377472,Febrina
1904,6216726588948480-5090826682105856,Febrina
1905,5998081816395776-5187840530972672,Febrina
1906,5760756217806848-5660883195789312,Febrina
1907,6509418980048896-5134002948145152,Febrina
1908,5709068098338816-5700735861784576,Febrina
1909,5196101900566528-5686003050217472,Febrina
1910,6265046246096896-5139146339254272,Febrina
1911,5661725076488192-6201834393829376,Febrina
1912,6325382315769856-5199482408927232,Febrina
1913,5707721391210496-4859204430987264,Febrina
1914,5134925493698560-5728318175313920,Febrina
1915,5190908077146112-6290974829445120,Febrina
1916,5737590808379392-5744671061966848,Febrina
1917,4651954944868352-6279833449398272,Febrina
1918,5117269151580160-5706809247531008,Febrina
1919,5069859759063040-5632809712484352,Febrina
1920,5784362901569536-6370331732213760,Febrina
1921,4756832442646528-6586419791265792,Febrina
1922,5740618122788864-6276150615605248,Febrina
1923,5225158092521472-4709538678702080,Febrina
1924,5164952650252288-6262969629409280,Febrina
1925,5106594245246976-5669544198668288,Febrina
1926,6547553088700416-5108371824836608,Febrina
1927,5970472189558784-6279445694382080,Febrina
1928,5204516647469056-5767466600890368,Febrina
1929,6249178623639552-4789297764892672,Febrina
1930,4653880767938560-6483468116557824,Febrina
1931,6540327577976832-5414427671134208,Febrina
1932,5510004283015168-5114725557862400,Febrina
1933,5784747099815936-4908809994633216,Febrina
1934,5716808736702464-5648738873769984,Febrina
1935,5031440907501568-6438815791054848,Febrina
1936,5147446497771520-5710396451192832,Febrina
1937,6266983108575232-5141083201732608,Febrina
1938,5763418761986048-4696555328110592,Febrina
1939,5763711893504000-6262969629409280,Febrina
1940,5766520500125696-5695902647844864,Febrina
1941,5206813381230592-5769763334651904,Febrina
1942,5206256847421440-5769206800842752,Febrina
1943,5769660758753280-5633531770306560,Febrina
1944,5769457217568768-4657897132785664,Febrina
1945,4808184984240128-6215559867793408,Febrina
1946,5755617021001728-4882145025720320,Febrina
1947,5756422495141888-6214540886802432,Febrina
1948,6202940817670144-5669525206859776,Febrina
1949,5173642174398464-4657897132785664,Febrina
1950,6208266510008320-5677923948298240,Febrina
1951,4923300442537984-6330675326091264,Febrina
1952,4787817477570560-5766752193478656,Febrina
1953,5176073226551296-5739023179972608,Febrina
1954,5175419753988096-5738369707409408,Febrina
1955,5450061773275136-4908809994633216,Febrina
1956,6266254440529920-5140354533687296,Febrina
1957,5186025303310336-5748975256731648,Febrina
1958,5751247093104640-6673322884464640,Febrina
1959,5187608837619712-5750558791041024,Febrina
1960,5189662905729024-5752612859150336,Febrina
1961,5185204696121344-5748154649542656,Febrina
1962,5181407978586112-5744357932007424,Febrina
1963,new40,Febrina
1964,5143396444274688-5706346397696000,Febrina
1965,5143026775097344-5705976728518656,Febrina
1966,5143789433782272-5706739387203584,Febrina
1967,5143859294109696-5706809247531008,Febrina
1968,6295675637596160-5169775730753536,Febrina
1969,5703128158568448-4696555328110592,Febrina
1970,5704125866049536-5666115405479936,Febrina
1971,5700423470022656-5658308094459904,Febrina
1972,5137785908363264-5700735861784576,Febrina
1973,5205546533650432-5139146339254272,Febrina
1974,5871187544506368-4745287637663744,Febrina
1975,new36,Febrina
1976,5148651336761344-5711601290182656,Febrina
1977,5711312218750976-4696555328110592,Febrina
1978,5149643608424448-5712593561845760,Febrina
1979,5149259074633728-5712209028055040,Febrina
1980,4690030031273984-6519617379893248,Febrina
1981,6467177741811712-5904227788390400,Febrina
1982,4844527521103872-5126002497814528,Febrina
1983,5190559480152064-6012431537012736,Febrina
1984,5129111383048192-6313508744462336,Febrina
1985,4864202967613440-5648738873769984,Febrina
1986,5168026001342464-5730975954763776,Febrina
1987,5861021054926848-4735121148084224,Febrina
